;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
1499;Bonfim, Porto;100000.0;0.0;1.0;37.0;49.0;0.0;0.0;Not available;True;False;47.0;6.7467861436355925;True;True;True
1500;Pombal, Leiria;140000.0;1.0;1.0;63.0;70.0;1.0;0.0;Not available;False;False;46.4;35.11267563278928;False;False;False
1501;Sines, Setúbal;210000.0;3.0;1.0;148.0;;0.0;;Not available;True;False;46.6;;True;True;False
1502;Bonfim, Porto;100000.0;1.0;1.0;42.0;42.0;0.0;-1.0;Not available;True;False;47.0;6.7467861436355925;True;True;True
1503;S. Martinho do Bispo, Coimbra;225000.0;2.0;3.0;94.0;181.0;1.0;1.0;Not available;True;False;48.3;36.42442906101372;False;True;False
1504;Paivas, Seixal;225000.0;2.0;1.0;76.0;76.0;0.0;;Not available;True;False;44.9;11.806414752230276;False;False;False
1505;Porto, Porto;130000.0;0.0;1.0;38.0;136.0;0.0;-1.0;Not available;True;False;47.0;3.872775852424896;True;True;True
1506;Estrela, Lisboa;115000.0;0.0;1.0;27.0;27.0;0.0;0.0;Not available;True;True;44.8;8.671484111975005;True;True;False
1507;Alto Rodes, Faro;210000.0;3.0;2.0;60.0;77.0;0.0;;Not available;True;False;45.7;54.434618537567104;False;False;True
1508;Bairro Sra. dos Remédios, Guarda;170000.0;3.0;2.0;111.0;124.0;2.0;2.0;Not available;True;False;49.6;;False;False;False
1509;Moita, Moita;315000.0;3.0;3.0;77.0;118.0;0.0;;Not available;True;False;45.0;20.11978735283581;False;False;False
1510;Gulpilhares e Valadares, Porto;480000.0;3.0;4.0;168.0;226.0;3.0;2.0;Not available;True;False;47.0;7.203684078768482;True;True;True
1511;Arcozelo, Braga;185000.0;3.0;2.0;120.0;120.0;0.0;;Not available;True;False;44.4;14.17688461362767;False;True;False
1512;Alhos Vedros, Setúbal;190000.0;3.0;2.0;90.0;98.0;2.0;2.0;Not available;True;False;46.6;;True;True;False
1513;Real Clube Massamá, Sintra;275000.0;3.0;2.0;96.0;109.0;1.0;;Not available;True;False;43.7;;False;False;False
1514;Carcavelos e Parede, Lisboa;590000.0;3.0;2.0;98.0;108.0;1.0;2.0;Not available;True;True;44.8;4.479612964151894;True;True;False
1515;Bx. Banheira / Seg. Social, Moita;285000.0;3.0;2.0;117.0;138.0;1.0;1.0;Not available;True;False;45.0;16.57659773515785;False;False;False
1517;Pombal, Leiria;179000.0;2.0;2.0;89.0;98.0;1.0;1.0;Not available;False;False;46.4;35.11267563278928;False;False;False
1518;Pombal, Leiria;140000.0;1.0;1.0;65.0;72.0;1.0;1.0;Not available;False;False;46.4;35.11267563278928;False;False;False
1519;Pombal, Leiria;140000.0;1.0;1.0;65.0;72.0;1.0;2.0;Not available;False;False;46.4;35.11267563278928;False;False;False
1520;Pombal, Leiria;122000.0;1.0;1.0;49.0;54.0;0.0;;Not available;True;False;46.4;35.11267563278928;False;False;False
1521;Pombal, Leiria;179000.0;2.0;2.0;89.0;98.0;1.0;2.0;Not available;False;False;46.4;35.11267563278928;False;False;False
1522;Pombal, Leiria;140000.0;1.0;1.0;65.0;72.0;1.0;3.0;Not available;False;False;46.4;35.11267563278928;False;False;False
1523;Pombal, Leiria;179000.0;2.0;2.0;89.0;98.0;1.0;3.0;Not available;False;False;46.4;35.11267563278928;False;False;False
1524;Seia, São Romão e Lapa dos Dinheiros, Guarda;119000.0;4.0;4.0;148.0;146.0;0.0;;Not available;True;False;49.6;;False;False;False
1525;Senhora da Hora, Matosinhos;630000.0;3.0;2.0;128.0;152.0;0.0;;Not available;True;False;47.5;4.018086816415378;True;False;False
1526;Pataias e Martingança, Leiria;129900.0;2.0;1.0;80.0;96.0;2.0;2.0;Not available;True;False;46.4;;False;False;False
1527;Santiago e São Simão de Litém e Albergaria dos Doze, Leiria;139000.0;3.0;2.0;120.0;160.0;2.0;0.0;Not available;True;False;46.4;;False;False;False
1529;Mafamude e Vilar do Paraíso, Porto;220000.0;2.0;2.0;86.0;108.0;1.0;7.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1530;Santa Clara e Castelo Viegas, Coimbra;187500.0;3.0;2.0;90.0;108.0;2.0;;Not available;True;False;48.3;38.0356812566624;False;True;False
1531;Serpins, Coimbra;102500.0;4.0;2.0;140.0;204.0;1.0;2.0;Not available;True;False;48.3;56.842112932388055;False;True;False
1532;Azurara, Porto;210000.0;1.0;2.0;56.0;56.0;1.0;3.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1533;Azurara, Porto;257500.0;2.0;2.0;93.0;93.0;2.0;2.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1534;Azurara, Porto;257500.0;2.0;2.0;93.0;93.0;2.0;2.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1535;Parque das Nações - Expo Sul, Lisboa;620000.0;2.0;2.0;137.0;137.0;2.0;7.0;Energy Performance Certificate;False;True;44.8;;True;True;False
1536;Azurara, Porto;262000.0;2.0;2.0;93.0;93.0;2.0;2.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1537;Falagueira, Amadora;249900.0;3.0;1.0;91.0;91.0;0.0;;Not available;True;False;44.1;8.931660920362937;True;True;False
1538;Azurara, Porto;260000.0;2.0;2.0;94.0;94.0;2.0;2.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1539;Azurara, Porto;350000.0;2.0;1.0;88.0;88.0;2.0;2.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1541;Azurara, Porto;410000.0;2.0;2.0;123.0;123.0;2.0;2.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1542;Azurara, Porto;300000.0;2.0;1.0;70.0;70.0;2.0;2.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1543;Alto do Seixalinho, Santo André e Verderena, Setúbal;129000.0;1.0;1.0;80.0;86.0;0.0;;Not available;True;False;44.9;;True;True;False
1544;Azurara, Porto;272000.0;2.0;2.0;93.0;93.0;2.0;1.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1545;Fânzeres - Regadas, Gondomar;213500.0;2.0;2.0;90.0;120.0;1.0;4.0;Energy Performance Certificate;False;False;47.1;;True;False;False
1546;Azurara, Porto;360000.0;2.0;2.0;116.0;116.0;2.0;1.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1547;Tarouca e Dálvares, Viseu;105000.0;3.0;1.0;80.0;89.0;0.0;;Not available;True;False;49.4;;False;False;False
1548;Azurara, Porto;297000.0;2.0;2.0;105.0;105.0;2.0;1.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1549;Vila do Conde, Porto;274900.0;2.0;2.0;77.0;97.0;1.0;4.0;Energy Performance Certificate;False;False;47.0;18.041941849848865;True;True;True
1550;Azurara, Porto;280000.0;2.0;2.0;97.0;97.0;2.0;1.0;Not available;True;False;47.0;18.705667917385828;True;True;True
1551;Hospital S. João, Porto;215000.0;1.0;1.0;46.0;46.0;1.0;0.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1552;Azurara, Porto;325000.0;2.0;2.0;101.0;101.0;2.0;;Not available;True;False;47.0;18.705667917385828;True;True;True
1553;Azurara, Porto;319000.0;2.0;2.0;105.0;105.0;2.0;;Not available;True;False;47.0;18.705667917385828;True;True;True
1554;Colmeias e Memória, Leiria;195000.0;3.0;2.0;150.0;162.0;2.0;2.0;Not available;True;False;46.4;;False;False;False
1555;Mateus, Vila Real;185000.0;3.0;2.0;108.0;134.0;1.0;;Not available;True;False;48.5;82.25296289043851;False;False;False
1556;Quarteira, Loulé;329000.0;2.0;1.0;60.0;80.0;0.0;;Not available;True;False;46.9;;False;False;False
1557;São Gonçalo de Lagos, Faro;380000.0;3.0;3.0;150.0;170.0;0.0;;Not available;True;False;45.7;;False;False;True
1559;Albufeira e Olhos de Água, Faro;905000.0;3.0;2.0;135.0;174.0;1.0;1.0;Energy Performance Certificate;False;False;44.4;;False;False;True
1560;A5 - Eirado, Vila Nova de Gaia;185000.0;2.0;2.0;100.0;102.0;1.0;1.0;Not available;True;False;46.8;6.1107414726810445;True;True;False
1561;Caniço, Ilha da Madeira;209000.0;2.0;2.0;96.0;121.0;1.0;1.0;Not available;True;False;;;False;False;False
1562;Albufeira e Olhos de Água, Faro;400000.0;1.0;1.0;70.0;95.0;1.0;2.0;Energy Performance Certificate;False;False;44.4;;False;False;True
1563;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195000.0;1.0;2.0;115.0;127.0;0.0;;Not available;True;False;52.8;;False;False;False
1564;Ermesinde, Valongo;109000.0;1.0;1.0;52.0;57.0;0.0;;Not available;True;False;45.1;12.607343989226592;False;False;False
1565;Albufeira e Olhos de Água, Faro;450000.0;1.0;1.0;59.0;84.0;1.0;2.0;Energy Performance Certificate;False;False;44.4;;False;False;True
1566;Santa Marta do Pinhal, Seixal;223000.0;3.0;2.0;106.0;106.0;0.0;;Not available;True;False;44.9;11.806414752230276;False;False;False
1567;Santo António, Ilha da Madeira;300000.0;1.0;1.0;57.0;57.0;1.0;4.0;Not available;True;False;;;False;False;False
1568;Santo António, Ilha da Madeira;475000.0;2.0;2.0;100.0;119.0;1.0;4.0;Not available;True;False;;;False;False;False
1569;Santo António, Ilha da Madeira;500000.0;2.0;2.0;100.0;125.0;1.0;4.0;Not available;True;False;;;False;False;False
1570;Santo António, Ilha da Madeira;290000.0;1.0;1.0;67.0;67.0;1.0;3.0;Not available;True;False;;;False;False;False
1571;Câmara de Lobos, Ilha da Madeira;120000.0;1.0;1.0;46.0;46.0;0.0;;Not available;True;False;42.4;;False;False;False
1572;Santo António, Ilha da Madeira;450000.0;2.0;2.0;100.0;109.0;1.0;3.0;Not available;True;False;;;False;False;False
1573;Santo António, Ilha da Madeira;400000.0;2.0;2.0;100.0;100.0;1.0;3.0;Not available;True;False;;;False;False;False
1574;Santo António, Ilha da Madeira;400000.0;2.0;2.0;100.0;100.0;1.0;3.0;Not available;True;False;;;False;False;False
1575;Santo António, Ilha da Madeira;450000.0;2.0;2.0;100.0;119.0;1.0;3.0;Not available;True;False;;;False;False;False
1576;Santo António, Ilha da Madeira;320000.0;1.0;1.0;57.0;57.0;1.0;3.0;Not available;True;False;;;False;False;False
1577;Santo António, Ilha da Madeira;280000.0;1.0;1.0;67.0;67.0;1.0;2.0;Not available;True;False;;;False;False;False
1578;Santo António, Ilha da Madeira;425000.0;2.0;2.0;100.0;109.0;1.0;2.0;Not available;True;False;;;False;False;False
1579;Santo António, Ilha da Madeira;390000.0;2.0;2.0;100.0;100.0;1.0;2.0;Not available;True;False;;;False;False;False
1580;Santo António, Ilha da Madeira;390000.0;2.0;2.0;100.0;100.0;1.0;2.0;Not available;True;False;;;False;False;False
1581;Santo António, Ilha da Madeira;425000.0;2.0;2.0;100.0;109.0;1.0;2.0;Not available;True;False;;;False;False;False
1582;Santo António, Ilha da Madeira;400000.0;2.0;2.0;100.0;109.0;1.0;1.0;Not available;True;False;;;False;False;False
1583;Santo António, Ilha da Madeira;400000.0;2.0;2.0;100.0;109.0;1.0;1.0;Not available;True;False;;;False;False;False
1584;Santo António, Ilha da Madeira;380000.0;2.0;2.0;100.0;104.0;1.0;0.0;Not available;True;False;;;False;False;False
1585;Santo António, Ilha da Madeira;390000.0;2.0;2.0;100.0;141.0;1.0;0.0;Not available;True;False;;;False;False;False
1586;Santo António, Ilha da Madeira;320000.0;1.0;1.0;100.0;105.0;1.0;0.0;Not available;True;False;;;False;False;False
1587;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;305000.0;3.0;2.0;131.0;131.0;0.0;;Not available;True;False;52.8;;False;False;False
1588;Nogueira da Regedoura, Aveiro;120000.0;2.0;1.0;90.0;90.0;0.0;;Not available;True;False;45.5;5.096251656917817;False;False;True
1589;Santo António Cavaleiros, Loures;220000.0;2.0;1.0;53.0;65.0;0.0;;Not available;True;False;44.6;;False;False;False
1590;Faro (Sé e São Pedro), Faro;160000.0;1.0;1.0;45.0;45.0;0.0;;Not available;True;False;45.7;;False;False;True
1592;Vila Nova de Famalicão e Calendário, Braga;175000.0;3.0;2.0;112.0;112.0;1.0;1.0;Not available;True;False;44.4;;False;True;False
1593;Portimão, Faro;455000.0;2.0;2.0;95.0;140.0;2.0;4.0;Energy Performance Certificate;False;False;45.7;;False;False;True
1594;Portimão, Faro;257500.0;2.0;2.0;73.0;86.0;0.0;;Not available;True;False;45.7;;False;False;True
1595;São Mamede de Infesta e Senhora da Hora, Porto;290000.0;3.0;2.0;120.0;142.0;1.0;5.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1596;ERA Palmela Azeitao, Almada;229000.0;2.0;1.0;66.0;61.0;0.0;;Not available;True;False;46.3;29.93717869097156;True;False;False
1597;Ramada e Caneças, Lisboa;279000.0;3.0;2.0;95.0;100.0;0.0;1.0;Not available;True;True;44.8;;True;True;False
1598;Marisol, Almada;245000.0;2.0;1.0;66.0;75.0;0.0;;Not available;True;False;46.3;;True;False;False
1600;Pinheiro Manso, Porto;595000.0;2.0;2.0;114.0;195.0;1.0;4.0;Energy Performance Certificate;False;False;47.0;2.436876710254812;True;True;True
1601;Madalena, Porto;370000.0;3.0;3.0;111.0;145.0;1.0;0.0;Not available;True;False;47.0;5.846423726220258;True;True;True
1602;Tavira (Santa Maria e Santiago), Faro;360000.0;1.0;1.0;87.0;101.0;1.0;1.0;Energy Performance Certificate;False;False;45.7;79.19533607152272;False;False;True
1604;Tavira (Santa Maria e Santiago), Faro;340000.0;1.0;1.0;76.0;110.0;1.0;0.0;Energy Performance Certificate;False;False;45.7;79.19533607152272;False;False;True
1606;Vila Real de Santo António, Faro;225000.0;1.0;1.0;71.0;95.0;1.0;;Not available;True;False;48.5;;False;False;True
1607;Vila Nova de Cacela, Faro;149000.0;2.0;1.0;75.0;84.0;0.0;;Not available;True;False;45.7;89.26676043997165;False;False;True
1608;Paredes, Porto;235000.0;2.0;3.0;118.0;118.0;1.0;1.0;Energy Performance Certificate;False;False;44.3;21.939571653289125;True;True;True
1609;Peniche, Peniche;260000.0;2.0;1.0;83.0;129.0;1.0;2.0;Energy Performance Certificate;False;False;47.9;4.690487960994953;False;False;True
1610;Marvila, Lisboa;243000.0;3.0;2.0;90.0;90.0;0.0;;Not available;True;True;44.8;15.532421029518922;True;True;False
1611;Real, Dume e Semelhe, Braga;142000.0;2.0;1.0;78.0;78.0;1.0;2.0;Energy Performance Certificate;False;False;44.4;29.436313512353813;False;True;False
1613;Montijo e Afonsoeiro, Setúbal;145000.0;2.0;1.0;56.0;67.0;0.0;;Not available;True;False;42.6;;True;True;False
1614;Atouguia da Baleia, Leiria;190000.0;3.0;2.0;115.0;115.0;2.0;;Not available;True;False;46.4;3.239333426345195;False;False;False
1615;Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;183000.0;1.0;1.0;55.0;65.0;1.0;2.0;Not available;False;False;48.5;;False;False;False
1616;Aguada de Baixo, Águeda;155000.0;2.0;2.0;95.0;95.0;0.0;;Not available;True;False;49.1;;False;False;False
1617;Paredes, Porto;151000.0;2.0;1.0;87.0;34.0;2.0;2.0;Not available;True;False;44.3;21.939571653289125;True;True;True
1618;Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;178000.0;1.0;1.0;55.0;62.0;1.0;2.0;Not available;False;False;48.5;;False;False;False
1619;Castêlo da Maia, Porto;199900.0;2.0;2.0;82.0;94.0;1.0;3.0;Not available;True;False;45.5;;True;True;True
1620;Ponte de Lima, Ponte de Lima;267000.0;2.0;2.0;105.0;105.0;1.0;2.0;Not available;True;False;48.2;22.60311500865174;False;False;False
1621;Lordelo, Porto;155000.0;2.0;2.0;95.0;105.0;1.0;5.0;Energy Performance Certificate;False;False;47.0;23.063582630597043;True;True;True
1622;Lordelo, Porto;155000.0;2.0;2.0;76.0;84.0;1.0;2.0;Energy Performance Certificate;False;False;47.0;23.063582630597043;True;True;True
1623;Laranjeiro e Feijó, Setúbal;319000.0;4.0;2.0;101.0;120.0;0.0;;Not available;True;False;46.6;;True;True;False
1624;Ermesinde, Valongo;245000.0;3.0;3.0;119.0;142.0;1.0;4.0;Energy Performance Certificate;False;False;45.1;12.607343989226592;False;False;False
1625;Monte Abraão, Sintra;285000.0;4.0;2.0;92.0;101.0;0.0;;Not available;True;False;43.7;;False;False;False
1626;Forte da Casa, Vila Franca de Xira;149500.0;1.0;1.0;72.0;75.0;0.0;;Not available;True;False;44.1;28.53609709463579;False;False;False
1627;Ermesinde, Porto;275000.0;2.0;3.0;110.0;130.0;1.0;8.0;Not available;True;False;47.0;12.607343989226592;True;True;True
1629;Benfica, Lisboa;360000.0;3.0;2.0;91.0;109.0;0.0;;Not available;True;True;44.8;9.792851966067698;True;True;False
1630;Baguim do Monte - Vale Ferreiros, Gondomar;190000.0;2.0;2.0;92.0;112.0;0.0;;Not available;True;False;47.1;12.611720661038373;True;False;False
1631;Nazaré, Leiria;295000.0;2.0;2.0;79.0;79.0;0.0;;Not available;True;False;48.6;;False;False;True
1632;Campolide, Lisboa;249000.0;1.0;1.0;44.0;44.0;0.0;;Not available;True;True;44.8;10.866585593669791;True;True;False
1633;Solum, Coimbra;199000.0;2.0;1.0;55.0;60.0;0.0;3.0;Energy Performance Certificate;False;False;48.3;41.05187780355487;False;True;False
1634;Garajau, Santa Cruz;210000.0;1.0;1.0;74.0;97.0;1.0;5.0;Not available;True;False;43.7;8950.510465797768;False;False;False
1635;Arcozelo, Braga;162000.0;2.0;2.0;105.0;105.0;0.0;;Not available;True;False;44.4;14.17688461362767;False;True;False
1636;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;298000.0;2.0;1.0;76.0;76.0;0.0;;Not available;True;True;44.8;;True;True;False
1637;Pedroso e Seixezelo, Porto;267000.0;3.0;2.0;114.0;190.0;1.0;5.0;Energy Performance Certificate;False;False;47.0;9.34255294596552;True;True;True
1639;Marco, Marco de Canaveses;135000.0;2.0;1.0;69.0;9.0;0.0;;Not available;True;False;45.9;44.9142153080263;False;False;False
1641;Parque das Nações - Expo Sul, Lisboa;850000.0;2.0;2.0;104.0;104.0;1.0;4.0;Energy Performance Certificate;False;True;44.8;;True;True;False
1642;Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego, Guarda;125000.0;3.0;2.0;86.0;109.0;0.0;;Not available;True;False;49.6;;False;False;False
1643;Matosinhos, Matosinhos;160000.0;3.0;2.0;176.0;222.0;0.0;0.0;Not available;True;False;47.5;4.05647559371589;True;False;False
1644;Águas Livres, Lisboa;227900.0;3.0;2.0;72.0;82.0;0.0;;Not available;True;True;44.8;;True;True;False
1645;São Gonçalo de Lagos, Faro;220000.0;2.0;2.0;91.0;100.0;0.0;;Not available;True;False;45.7;;False;False;True
1647;Albufeira e Olhos de Água, Faro;385000.0;2.0;2.0;108.0;149.0;2.0;3.0;Not available;True;False;44.4;;False;False;True
1648;Marvila, Lisboa;270000.0;2.0;1.0;68.0;68.0;0.0;;Not available;True;True;44.8;15.532421029518922;True;True;False
1649;Barreiro / Fórum Barreiro, Barreiro;197000.0;3.0;1.0;104.0;110.0;0.0;;Not available;True;False;47.0;13.518795952033017;False;False;False
1650;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;387000.0;2.0;2.0;83.0;105.0;0.0;2.0;Not available;True;True;44.8;;True;True;False
1651;Santa Marinha e São Pedro da Afurada, Porto;239000.0;3.0;2.0;108.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1652;Fânzeres e São Pedro da Cova, Porto;167000.0;2.0;1.0;;;0.0;;Not available;True;False;47.0;;True;True;True
1654;Falagueira, Amadora;180000.0;2.0;1.0;75.0;82.0;0.0;;Not available;True;False;44.1;8.931660920362937;True;True;False
1655;Moita, Setúbal;142000.0;2.0;1.0;80.0;85.0;0.0;;Not available;True;False;45.0;;True;True;False
1656;Armação de Pêra, Silves;215000.0;0.0;1.0;45.0;60.0;0.0;;Not available;True;False;47.1;;False;False;True
1657;Nazaré, Leiria;240000.0;1.0;1.0;66.0;66.0;0.0;;Not available;True;False;48.6;;False;False;True
1658;Laranjeiras Metro, Lisboa;599000.0;3.0;2.0;140.0;140.0;2.0;3.0;Energy Performance Certificate;False;True;44.8;11.893393441456054;True;True;False
1659;Nazaré, Leiria;220000.0;1.0;1.0;66.0;66.0;0.0;;Not available;True;False;48.6;;False;False;True
1660;Fonte Nova, Lisboa;215000.0;1.0;1.0;27.0;29.0;0.0;;Not available;True;True;44.8;10.48389069481756;True;True;False
1661;Vilar de Andorinho, Porto;150000.0;2.0;1.0;92.0;101.0;0.0;;Not available;True;False;47.0;9.040445271973669;True;True;True
1662;S. Dinis, Porto;125000.0;0.0;1.0;35.0;35.0;0.0;4.0;Energy Performance Certificate;False;False;47.0;5.105691534986529;True;True;True
1663;Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;103000.0;2.0;1.0;89.0;89.0;0.0;;Not available;True;False;48.3;;False;False;False
1664;Feijó, Almada;269000.0;3.0;2.0;100.0;110.0;0.0;;Not available;True;False;46.3;;True;False;False
1665;Portimão, Faro;275000.0;4.0;2.0;95.0;124.0;0.0;0.0;Not available;True;False;45.7;;False;False;True
1666;Mafamude e Vilar do Paraíso, Porto;175000.0;0.0;1.0;40.0;60.0;1.0;3.0;Not available;True;False;47.0;;True;True;True
1667;Santa Maria Maior, Viana do Castelo;225000.0;3.0;3.0;119.0;119.0;1.0;0.0;Energy Performance Certificate;False;False;48.8;1.5374131605361308;False;False;True
1668;Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;125000.0;3.0;2.0;108.0;108.0;1.0;2.0;Energy Performance Certificate;False;False;48.5;;False;False;True
1669;Oliveira do Douro, Porto;155000.0;2.0;1.0;66.0;85.0;0.0;2.0;Energy Performance Certificate;False;False;47.0;7.42056882378263;True;True;True
1670;Arca d´ Água, Porto;170000.0;1.0;1.0;37.0;57.0;0.0;;Not available;True;False;47.0;;True;True;True
1671;Monte Gordo, Vila Real de Santo António;165000.0;1.0;1.0;36.0;40.0;1.0;;Not available;True;False;48.5;;False;False;False
1672;Praça de Touros, Santarém;175000.0;3.0;2.0;98.0;98.0;0.0;;Not available;True;False;48.3;;False;False;False
1673;Quarteira, Loulé;275000.0;2.0;1.0;73.0;90.0;1.0;1.0;Not available;True;False;46.9;;False;False;False
1674;Portimão, Faro;299000.0;3.0;3.0;79.0;89.0;0.0;;Not available;True;False;45.7;;False;False;True
1675;Apúlia e Fão, Braga;310000.0;2.0;2.0;90.0;100.0;2.0;1.0;Energy Performance Certificate;False;False;44.4;;False;True;False
1676;Monte Abraão, Sintra;229500.0;2.0;1.0;64.0;70.0;0.0;;Not available;True;False;43.7;;False;False;False
1677;Loures, Loures;190000.0;2.0;1.0;84.0;85.0;0.0;;Not available;True;False;44.6;18.34297673814834;False;False;False
1679;Carcavelos, Cascais;420000.0;2.0;2.0;78.0;88.0;0.0;;Not available;True;False;46.9;3.986691017160504;False;False;True
1680;Mina de Água, Lisboa;132500.0;2.0;1.0;86.0;86.0;0.0;;Not available;True;True;44.8;;True;True;False
1681;Eiras, Coimbra;175000.0;3.0;1.0;86.0;111.0;1.0;1.0;Not available;True;False;48.3;40.494486546736205;False;True;False
1682;Olivais Sul, Lisboa;245000.0;3.0;1.0;;;0.0;;Not available;True;True;44.8;16.764544907684343;True;True;False
1683;Mina de Água, Lisboa;75500.0;1.0;1.0;44.0;44.0;0.0;;Not available;True;True;44.8;;True;True;False
1684;Ericeira Periferia, Mafra;320000.0;3.0;1.0;74.0;82.0;0.0;1.0;Not available;True;False;43.8;14.880484044999088;False;False;True
1685;Repeses, Viseu;245000.0;2.0;2.0;107.0;163.0;1.0;1.0;Energy Performance Certificate;False;False;46.9;72.90103409941295;False;False;False
1686;Repeses e São Salvador, Viseu;252500.0;2.0;2.0;126.0;179.0;1.0;2.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1687;Repeses e São Salvador, Viseu;260000.0;2.0;2.0;136.0;202.0;1.0;3.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1688;Repeses e São Salvador, Viseu;257500.0;2.0;2.0;123.0;182.0;1.0;3.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1689;Repeses e São Salvador, Viseu;262500.0;2.0;2.0;121.0;180.0;1.0;4.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1692;Repeses e São Salvador, Viseu;357500.0;3.0;2.0;165.0;220.0;1.0;1.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1695;Repeses e São Salvador, Viseu;360000.0;3.0;2.0;170.0;226.0;1.0;1.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1697;Repeses e São Salvador, Viseu;287500.0;3.0;2.0;141.0;207.0;1.0;2.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1698;Brufe, Braga;255000.0;3.0;3.0;124.0;124.0;2.0;2.0;Not available;False;False;44.4;22.916404050240534;False;True;False
1699;Laranjeiro, Almada;260000.0;5.0;2.0;140.0;160.0;0.0;;Not available;True;False;46.3;6.907300997076936;True;False;False
1700;Alhos Vedros, Setúbal;219000.0;4.0;2.0;96.0;120.0;0.0;;Not available;True;False;46.6;;True;True;False
1701;Repeses e São Salvador, Viseu;285000.0;3.0;2.0;143.0;210.0;1.0;2.0;Energy Performance Certificate;False;False;46.9;;False;False;False
1702;Gala, Figueira da Foz;146000.0;2.0;1.0;93.0;93.0;1.0;1.0;Not available;True;False;50.9;4.740182859073519;False;False;True
1704;Mataduços, Aveiro;187500.0;3.0;2.0;162.0;132.0;2.0;1.0;Not available;True;False;45.5;;False;False;True
1705;Monte Abraão, Sintra;265000.0;2.0;1.0;91.0;112.0;0.0;;Not available;True;False;43.7;;False;False;False
1706;São Marcos, Sintra;184000.0;1.0;1.0;65.0;65.0;0.0;;Not available;True;False;43.7;;False;False;False
1707;Chafé, Viana do Castelo;225000.0;2.0;2.0;77.0;77.0;1.0;5.0;Not available;True;False;48.8;;False;False;True
1708;Chafé, Viana do Castelo;167000.0;1.0;1.0;43.0;43.0;1.0;5.0;Not available;True;False;48.8;;False;False;True
1709;Paços de Ferreira, Porto;235000.0;2.0;2.0;110.0;163.0;2.0;1.0;Not available;True;False;47.0;;True;True;True
1710;Chafé, Viana do Castelo;170000.0;1.0;1.0;47.0;47.0;1.0;5.0;Not available;True;False;48.8;;False;False;True
1711;Chafé, Viana do Castelo;170000.0;1.0;1.0;44.0;44.0;1.0;5.0;Not available;True;False;48.8;;False;False;True
1712;Marco, Porto;238000.0;3.0;3.0;117.0;117.0;1.0;3.0;Not available;True;False;47.0;;True;True;True
1715;Chafé, Viana do Castelo;170000.0;1.0;1.0;46.0;46.0;1.0;5.0;Not available;True;False;48.8;;False;False;True
1716;Cova da Piedade, Almada;260000.0;4.0;2.0;115.0;122.0;0.0;;Not available;True;False;46.3;7.020425110686671;True;False;False
1717;Chafé, Viana do Castelo;215000.0;2.0;2.0;77.0;77.0;2.0;4.0;Not available;True;False;48.8;;False;False;True
1718;Chafé, Viana do Castelo;160000.0;1.0;1.0;43.0;43.0;1.0;4.0;Not available;True;False;48.8;;False;False;True
1720;Chafé, Viana do Castelo;165000.0;1.0;1.0;47.0;47.0;1.0;4.0;Not available;True;False;48.8;;False;False;True
1721;Venteira, Lisboa;190000.0;2.0;1.0;65.0;77.0;0.0;;Not available;True;True;44.8;8.043986468943439;True;True;False
1722;Marco, Porto;220000.0;3.0;3.0;112.0;112.0;1.0;1.0;Not available;True;False;47.0;;True;True;True
