Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
A5 - Eirado, Vila Nova de Gaia;185.000;2.0;2.0;100.0;102.0;1.0;1.0;Not available;True;False;46,8;6.1107414726810445;True;True;False
Caniço, Ilha da Madeira;209.000;2.0;2.0;96.0;121.0;1.0;1.0;Not available;True;False;;;False;False;False
Albufeira e Olhos de Água, Faro;400.000;1.0;1.0;70.0;95.0;1.0;2.0;Energy Performance Certificate;False;False;44,4;;False;False;True
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195.000;1.0;2.0;115.0;127.0;;;Not available;True;False;52,8;;False;False;False
Ermesinde, Valongo;109.000;1.0;1.0;52.0;57.0;;;Not available;True;False;45,1;12.607343989226592;False;False;False
Albufeira e Olhos de Água, Faro;450.000;1.0;1.0;59.0;84.0;1.0;2.0;Energy Performance Certificate;False;False;44,4;;False;False;True
Santa Marta do Pinhal, Seixal;223.000;3.0;2.0;106.0;106.0;;;Not available;True;False;44,9;11.806414752230276;False;False;False
Santo António, Ilha da Madeira;300.000;1.0;1.0;57.0;57.0;1.0;4.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;475.000;2.0;2.0;100.0;119.0;1.0;4.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;500.000;2.0;2.0;100.0;125.0;1.0;4.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;290.000;1.0;1.0;67.0;67.0;1.0;3.0;Not available;True;False;;;False;False;False
Câmara de Lobos, Ilha da Madeira;120.000;1.0;1.0;46.0;46.0;;;Not available;True;False;42,4;;False;False;False
Santo António, Ilha da Madeira;450.000;2.0;2.0;100.0;109.0;1.0;3.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;400.000;2.0;2.0;100.0;100.0;1.0;3.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;400.000;2.0;2.0;100.0;100.0;1.0;3.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;450.000;2.0;2.0;100.0;119.0;1.0;3.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;320.000;1.0;1.0;57.0;57.0;1.0;3.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;280.000;1.0;1.0;67.0;67.0;1.0;2.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;425.000;2.0;2.0;100.0;109.0;1.0;2.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;390.000;2.0;2.0;100.0;100.0;1.0;2.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;390.000;2.0;2.0;100.0;100.0;1.0;2.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;425.000;2.0;2.0;100.0;109.0;1.0;2.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;400.000;2.0;2.0;100.0;109.0;1.0;1.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;400.000;2.0;2.0;100.0;109.0;1.0;1.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;380.000;2.0;2.0;100.0;104.0;1.0;0.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;390.000;2.0;2.0;100.0;141.0;1.0;0.0;Not available;True;False;;;False;False;False
Santo António, Ilha da Madeira;320.000;1.0;1.0;100.0;105.0;1.0;0.0;Not available;True;False;;;False;False;False
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;305.000;3.0;2.0;131.0;131.0;;;Not available;True;False;52,8;;False;False;False
Nogueira da Regedoura, Aveiro;120.000;2.0;1.0;90.0;90.0;;;Not available;True;False;45,5;5.096251656917817;False;False;True
Santo António Cavaleiros, Loures;220.000;2.0;1.0;53.0;65.0;;;Not available;True;False;44,6;;False;False;False
Faro (Sé e São Pedro), Faro;160.000;1.0;1.0;45.0;45.0;;;Not available;True;False;45,7;;False;False;True
Monte Estoril, Cascais;1.070.000;2.0;2.0;120.0;130.0;;;Not available;True;False;46,9;4.942227216158507;False;False;True
Vila Nova de Famalicão e Calendário, Braga;175.000;3.0;2.0;112.0;112.0;1.0;1.0;Not available;True;False;44,4;;False;True;False
Portimão, Faro;455.000;2.0;2.0;95.0;140.0;2.0;4.0;Energy Performance Certificate;False;False;45,7;;False;False;True
Portimão, Faro;257.500;2.0;2.0;73.0;86.0;;;Not available;True;False;45,7;;False;False;True
São Mamede de Infesta e Senhora da Hora, Porto;290.000;3.0;2.0;120.0;142.0;1.0;5.0;Energy Performance Certificate;False;False;47;;True;True;True
ERA Palmela Azeitao, Almada;229.000;2.0;1.0;66.0;61.0;;;Not available;True;False;46,3;29.937178690971557;True;False;False
Ramada e Caneças, Lisboa;279.000;3.0;2.0;95.0;100.0;0.0;1.0;Not available;True;True;44,8;;True;True;False
Marisol, Almada;245.000;2.0;1.0;66.0;75.0;;;Not available;True;False;46,3;;True;False;False
Oliveira do Douro, Porto;Under Consultation;4.0;2.0;120.0;144.0;1.0;2.0;Not available;True;False;47;7.42056882378263;True;True;True
Pinheiro Manso, Porto;595.000;2.0;2.0;114.0;195.0;1.0;4.0;Energy Performance Certificate;False;False;47;2.436876710254812;True;True;True
Madalena, Porto;370.000;3.0;3.0;111.0;145.0;1.0;0.0;Not available;True;False;47;5.846423726220258;True;True;True
Tavira (Santa Maria e Santiago), Faro;360.000;1.0;1.0;87.0;101.0;1.0;1.0;Energy Performance Certificate;False;False;45,7;79.19533607152272;False;False;True
Ponta Delgada (São Sebastião), Ilha de São Miguel;Under Consultation;1.0;1.0;71.0;71.0;1.0;3.0;Not available;False;False;42,2;;False;False;False
Tavira (Santa Maria e Santiago), Faro;340.000;1.0;1.0;76.0;110.0;1.0;0.0;Energy Performance Certificate;False;False;45,7;79.19533607152272;False;False;True
Rabo de Peixe, Ilha de São Miguel;Under Consultation;3.0;2.0;100.0;100.0;;;Not available;True;False;;;False;False;False
Vila Real de Santo António, Faro;225.000;1.0;1.0;71.0;95.0;1.0;;Not available;True;False;48,5;;False;False;True
Vila Nova de Cacela, Faro;149.000;2.0;1.0;75.0;84.0;;;Not available;True;False;45,7;89.26676043997165;False;False;True
Paredes, Porto;235.000;2.0;3.0;118.0;118.0;1.0;1.0;Energy Performance Certificate;False;False;44,3;21.939571653289125;True;True;True
Peniche, Peniche;260.000;2.0;1.0;83.0;129.0;1.0;2.0;Energy Performance Certificate;False;False;47,9;4.690487960994953;False;False;True
Marvila, Lisboa;243.000;3.0;2.0;90.0;90.0;;;Not available;True;True;44,8;15.532421029518922;True;True;False
Real, Dume e Semelhe, Braga;142.000;2.0;1.0;78.0;78.0;1.0;2.0;Energy Performance Certificate;False;False;44,4;29.436313512353813;False;True;False
Centro de Carnaxide, Oeiras;Under Consultation;3.0;2.0;89.0;89.0;;;Not available;True;False;46,5;5.610197989984755;False;False;False
Montijo e Afonsoeiro, Setúbal;145.000;2.0;1.0;56.0;67.0;;;Not available;True;False;42,6;;True;True;False
Atouguia da Baleia, Leiria;190.000;3.0;2.0;115.0;115.0;2.0;;Not available;True;False;46,4;3.239333426345195;False;False;False
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;183.000;1.0;1.0;55.0;65.0;1.0;2.0;Not available;False;False;48,5;;False;False;False
Aguada de Baixo, Águeda;155.000;2.0;2.0;95.0;95.0;;;Not available;True;False;49,1;;False;False;False
Paredes, Porto;151.000;2.0;1.0;87.0;34.0;2.0;2.0;Not available;True;False;44,3;21.939571653289125;True;True;True
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;178.000;1.0;1.0;55.0;62.0;1.0;2.0;Not available;False;False;48,5;;False;False;False
Castêlo da Maia, Porto;199.900;2.0;2.0;82.0;94.0;1.0;3.0;Not available;True;False;45,5;;True;True;True
Ponte de Lima, Ponte de Lima;267.000;2.0;2.0;105.0;105.0;1.0;2.0;Not available;True;False;48,2;22.60311500865174;False;False;False
Lordelo, Porto;155.000;2.0;2.0;95.0;105.0;1.0;5.0;Energy Performance Certificate;False;False;47;23.063582630597043;True;True;True
Lordelo, Porto;155.000;2.0;2.0;76.0;84.0;1.0;2.0;Energy Performance Certificate;False;False;47;23.063582630597043;True;True;True
Laranjeiro e Feijó, Setúbal;319.000;4.0;2.0;101.0;120.0;;;Not available;True;False;46,6;;True;True;False
Ermesinde, Valongo;245.000;3.0;3.0;119.0;142.0;1.0;4.0;Energy Performance Certificate;False;False;45,1;12.607343989226592;False;False;False
Monte Abraão, Sintra;285.000;4.0;2.0;92.0;101.0;;;Not available;True;False;43,7;;False;False;False
Forte da Casa, Vila Franca de Xira;149.500;1.0;1.0;72.0;75.0;;;Not available;True;False;44,1;28.53609709463579;False;False;False
Ermesinde, Porto;275.000;2.0;3.0;110.0;130.0;1.0;8.0;Not available;True;False;47;12.607343989226592;True;True;True
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;47;;True;True;True
Benfica, Lisboa;360.000;3.0;2.0;91.0;109.0;;;Not available;True;True;44,8;9.792851966067698;True;True;False
Baguim do Monte - Vale Ferreiros, Gondomar;190.000;2.0;2.0;92.0;112.0;;;Not available;True;False;47,1;12.611720661038373;True;False;False
Nazaré, Leiria;295.000;2.0;2.0;79.0;79.0;;;Not available;True;False;48,6;;False;False;True
Campolide, Lisboa;249.000;1.0;1.0;44.0;44.0;;;Not available;True;True;44,8;10.866585593669791;True;True;False
Solum, Coimbra;199.000;2.0;1.0;55.0;60.0;0.0;3.0;Energy Performance Certificate;False;False;48,3;41.05187780355487;False;True;False
Garajau, Santa Cruz;210.000;1.0;1.0;74.0;97.0;1.0;5.0;Not available;True;False;43,7;8950.510465797768;False;False;False
Arcozelo, Braga;162.000;2.0;2.0;105.0;105.0;;;Not available;True;False;44,4;14.17688461362767;False;True;False
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;298.000;2.0;1.0;76.0;76.0;;;Not available;True;True;44,8;;True;True;False
Pedroso e Seixezelo, Porto;267.000;3.0;2.0;114.0;190.0;1.0;5.0;Energy Performance Certificate;False;False;47;9.34255294596552;True;True;True
Santa Marinha e São Pedro da Afurada, Porto;379.920;;2.0;;;;;Not available;True;False;47;;True;True;True
Marco, Marco de Canaveses;135.000;2.0;1.0;69.0;9.0;;;Not available;True;False;45,9;44.9142153080263;False;False;False
Lapa, Lisboa, Lisboa;Under Consultation;4.0;2.0;110.0;110.0;;;Not available;True;True;44,8;11.879567368245146;True;True;False
Parque das Nações - Expo Sul, Lisboa;850.000;2.0;2.0;104.0;104.0;1.0;4.0;Energy Performance Certificate;False;True;44,8;;True;True;False
Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego, Guarda;125.000;3.0;2.0;86.0;109.0;;;Not available;True;False;49,6;;False;False;False
Matosinhos, Matosinhos;160.000;3.0;2.0;176.0;222.0;0.0;0.0;Not available;True;False;47,5;4.05647559371589;True;False;False
Águas Livres, Lisboa;227.900;3.0;2.0;72.0;82.0;;;Not available;True;True;44,8;;True;True;False
São Gonçalo de Lagos, Faro;220.000;2.0;2.0;91.0;100.0;;;Not available;True;False;45,7;;False;False;True
Parque das Nações - Expo Sul, Lisboa;Under Consultation;2.0;2.0;125.0;125.0;1.0;1.0;Energy Performance Certificate;False;True;44,8;;True;True;False
Albufeira e Olhos de Água, Faro;385.000;2.0;2.0;108.0;149.0;2.0;3.0;Not available;True;False;44,4;;False;False;True
Marvila, Lisboa;270.000;2.0;1.0;68.0;68.0;;;Not available;True;True;44,8;15.532421029518922;True;True;False
Barreiro / Fórum Barreiro, Barreiro;197.000;3.0;1.0;104.0;110.0;;;Not available;True;False;47;13.518795952033017;False;False;False
Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;387.000;2.0;2.0;83.0;105.0;0.0;2.0;Not available;True;True;44,8;;True;True;False
Santa Marinha e São Pedro da Afurada, Porto;239.000;3.0;2.0;108.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;47;;True;True;True
Fânzeres e São Pedro da Cova, Porto;167.000;2.0;;;;;;Not available;True;False;47;;True;True;True
Centro, Guarda;Under Consultation;3.0;2.0;74.0;83.0;;;Not available;True;False;49,6;126.97236772522068;False;False;False
Falagueira, Amadora;180.000;2.0;1.0;75.0;82.0;;;Not available;True;False;44,1;8.931660920362937;True;True;False
Moita, Setúbal;142.000;2.0;1.0;80.0;85.0;;;Not available;True;False;45;;True;True;False
Armação de Pêra, Silves;215.000;0.0;1.0;45.0;60.0;;;Not available;True;False;47,1;;False;False;True
Nazaré, Leiria;240.000;1.0;1.0;66.0;66.0;;;Not available;True;False;48,6;;False;False;True
Laranjeiras Metro, Lisboa;599.000;3.0;2.0;140.0;140.0;2.0;3.0;Energy Performance Certificate;False;True;44,8;11.893393441456054;True;True;False
Nazaré, Leiria;220.000;1.0;1.0;66.0;66.0;;;Not available;True;False;48,6;;False;False;True
Fonte Nova, Lisboa;215.000;1.0;1.0;27.0;29.0;;;Not available;True;True;44,8;10.48389069481756;True;True;False
Vilar de Andorinho, Porto;150.000;2.0;1.0;92.0;101.0;;;Not available;True;False;47;9.040445271973669;True;True;True
S. Dinis, Porto;125.000;0.0;1.0;35.0;35.0;0.0;4.0;Energy Performance Certificate;False;False;47;5.105691534986529;True;True;True
Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;103.000;2.0;1.0;89.0;89.0;;;Not available;True;False;48,3;;False;False;False
Feijó, Almada;269.000;3.0;2.0;100.0;110.0;;;Not available;True;False;46,3;;True;False;False
Portimão, Faro;275.000;4.0;2.0;95.0;124.0;0.0;0.0;Not available;True;False;45,7;;False;False;True
Mafamude e Vilar do Paraíso, Porto;175.000;0.0;1.0;40.0;60.0;1.0;3.0;Not available;True;False;47;;True;True;True
Santa Maria Maior, Viana do Castelo;225.000;3.0;3.0;119.0;119.0;1.0;0.0;Energy Performance Certificate;False;False;48,8;1.5374131605361308;False;False;True
Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;125.000;3.0;2.0;108.0;108.0;1.0;2.0;Energy Performance Certificate;False;False;48,5;;False;False;True
Oliveira do Douro, Porto;155.000;2.0;1.0;66.0;85.0;0.0;2.0;Energy Performance Certificate;False;False;47;7.42056882378263;True;True;True
Arca d´ Água, Porto;170.000;1.0;1.0;37.0;57.0;;;Not available;True;False;47;;True;True;True
Monte Gordo, Vila Real de Santo António;165.000;1.0;1.0;36.0;40.0;1.0;;Not available;True;False;48,5;;False;False;False
Praça de Touros, Santarém;175.000;3.0;2.0;98.0;98.0;;;Not available;True;False;48,3;;False;False;False
Quarteira, Loulé;275.000;2.0;1.0;73.0;90.0;1.0;1.0;Not available;True;False;46,9;;False;False;False
Portimão, Faro;299.000;3.0;3.0;79.0;89.0;;;Not available;True;False;45,7;;False;False;True
Apúlia e Fão, Braga;310.000;2.0;2.0;90.0;100.0;2.0;1.0;Energy Performance Certificate;False;False;44,4;;False;True;False
Monte Abraão, Sintra;229.500;2.0;1.0;64.0;70.0;;;Not available;True;False;43,7;;False;False;False
Loures, Loures;190.000;2.0;1.0;84.0;85.0;;;Not available;True;False;44,6;18.34297673814834;False;False;False
Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;Under Consultation;3.0;2.0;116.0;129.0;1.0;3.0;Energy Performance Certificate;False;False;48,5;;False;False;True
Carcavelos, Cascais;420.000;2.0;2.0;78.0;88.0;;;Not available;True;False;46,9;3.986691017160504;False;False;True
Mina de Água, Lisboa;132.500;2.0;1.0;86.0;86.0;;;Not available;True;True;44,8;;True;True;False
Eiras, Coimbra;175.000;3.0;1.0;86.0;111.0;1.0;1.0;Not available;True;False;48,3;40.494486546736205;False;True;False
Olivais Sul, Lisboa;245.000;3.0;;;;;;Not available;True;True;44,8;16.764544907684343;True;True;False
Mina de Água, Lisboa;75.500;1.0;1.0;44.0;44.0;;;Not available;True;True;44,8;;True;True;False
Ericeira Periferia, Mafra;320.000;3.0;1.0;74.0;82.0;0.0;1.0;Not available;True;False;43,8;14.880484044999088;False;False;True
Repeses, Viseu;245.000;2.0;2.0;107.0;163.0;1.0;1.0;Energy Performance Certificate;False;False;46,9;72.90103409941295;False;False;False
Repeses e São Salvador, Viseu;252.500;2.0;2.0;126.0;179.0;1.0;2.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Repeses e São Salvador, Viseu;260.000;2.0;2.0;136.0;202.0;1.0;3.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Repeses e São Salvador, Viseu;257.500;2.0;2.0;123.0;182.0;1.0;3.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Repeses e São Salvador, Viseu;262.500;2.0;2.0;121.0;180.0;1.0;4.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Arca d´ Água, Porto;Under Consultation;0.0;1.0;;;;;Not available;True;False;47;;True;True;True
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;47;;True;True;True
Repeses e São Salvador, Viseu;357.500;3.0;2.0;165.0;220.0;1.0;1.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;47;;True;True;True
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;47;;True;True;True
Repeses e São Salvador, Viseu;360.000;3.0;2.0;170.0;226.0;1.0;1.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;47;;True;True;True
Repeses e São Salvador, Viseu;287.500;3.0;2.0;141.0;207.0;1.0;2.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Brufe, Braga;255.000;3.0;3.0;124.0;124.0;2.0;2.0;Not available;False;False;44,4;22.916404050240534;False;True;False
Laranjeiro, Almada;260.000;5.0;2.0;140.0;160.0;;;Not available;True;False;46,3;6.907300997076936;True;False;False
Alhos Vedros, Setúbal;219.000;4.0;2.0;96.0;120.0;;;Not available;True;False;46,6;;True;True;False
Repeses e São Salvador, Viseu;285.000;3.0;2.0;143.0;210.0;1.0;2.0;Energy Performance Certificate;False;False;46,9;;False;False;False
Gala, Figueira da Foz;146.000;2.0;1.0;93.0;93.0;1.0;1.0;Not available;True;False;50,9;4.740182859073519;False;False;True
Paredes, Porto;190.000;;;;;2.0;;Not available;False;False;44,3;21.939571653289125;True;True;True
Mataduços, Aveiro;187.500;3.0;2.0;162.0;132.0;2.0;1.0;Not available;True;False;45,5;;False;False;True
Monte Abraão, Sintra;265.000;2.0;1.0;91.0;112.0;;;Not available;True;False;43,7;;False;False;False
São Marcos, Sintra;184.000;1.0;1.0;65.0;65.0;;;Not available;True;False;43,7;;False;False;False
Chafé, Viana do Castelo;225.000;2.0;2.0;77.0;77.0;1.0;5.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;167.000;1.0;1.0;43.0;43.0;1.0;5.0;Not available;True;False;48,8;;False;False;True
Paços de Ferreira, Porto;235.000;2.0;2.0;110.0;163.0;2.0;1.0;Not available;True;False;47;;True;True;True
Chafé, Viana do Castelo;170.000;1.0;1.0;47.0;47.0;1.0;5.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;170.000;1.0;1.0;44.0;44.0;1.0;5.0;Not available;True;False;48,8;;False;False;True
Marco, Porto;238.000;3.0;3.0;117.0;117.0;1.0;3.0;Not available;True;False;47;;True;True;True
Marco, Porto;93.000;;;;;1.0;4.0;Not available;True;False;47;;True;True;True
Santa Maria Maior, Vila Real;Under Consultation;2.0;2.0;80.0;93.0;1.0;1.0;Energy Performance Certificate;False;False;48,5;111.03437456662984;False;False;False
Chafé, Viana do Castelo;170.000;1.0;1.0;46.0;46.0;1.0;5.0;Not available;True;False;48,8;;False;False;True
Cova da Piedade, Almada;260.000;4.0;2.0;115.0;122.0;;;Not available;True;False;46,3;7.020425110686671;True;False;False
Chafé, Viana do Castelo;215.000;2.0;2.0;77.0;77.0;2.0;4.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;160.000;1.0;1.0;43.0;43.0;1.0;4.0;Not available;True;False;48,8;;False;False;True
Rio Tinto - Estação, Gondomar;Under Consultation;2.0;1.0;76.0;83.0;1.0;1.0;Not available;True;False;47,1;;True;False;False
Chafé, Viana do Castelo;165.000;1.0;1.0;47.0;47.0;1.0;4.0;Not available;True;False;48,8;;False;False;True
Venteira, Lisboa;190.000;2.0;1.0;65.0;77.0;;;Not available;True;True;44,8;8.043986468943439;True;True;False
Marco, Porto;220.000;3.0;3.0;112.0;112.0;1.0;1.0;Not available;True;False;47;;True;True;True
Agualva - Cacém, Sintra;149.900;1.0;1.0;60.0;61.0;1.0;;Not available;True;False;43,7;;False;False;False
Chafé, Viana do Castelo;165.000;1.0;1.0;44.0;44.0;1.0;4.0;Not available;True;False;48,8;;False;False;True
Lamego (Almacave e Sé), Viseu;180.000;3.0;3.0;118.0;139.0;1.0;3.0;Energy Performance Certificate;False;False;51,5;;False;False;False
Chafé, Viana do Castelo;170.000;1.0;1.0;60.0;60.0;1.0;4.0;Not available;True;False;48,8;;False;False;True
Marco, Porto;198.000;2.0;3.0;86.0;86.0;1.0;5.0;Not available;True;False;47;;True;True;True
Chafé, Viana do Castelo;215.000;2.0;2.0;81.0;81.0;1.0;4.0;Not available;True;False;48,8;;False;False;True
Marco, Porto;188.000;2.0;3.0;76.0;76.0;1.0;3.0;Not available;True;False;47;;True;True;True
Chafé, Viana do Castelo;200.000;2.0;2.0;77.0;77.0;1.0;3.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;155.000;1.0;1.0;43.0;43.0;1.0;3.0;Not available;True;False;48,8;;False;False;True
Bragaparque, Braga;260.000;3.0;2.0;130.0;130.0;1.0;7.0;Energy Performance Certificate;False;False;44,4;31.40105398681912;False;True;False
Chafé, Viana do Castelo;160.000;1.0;1.0;47.0;47.0;1.0;3.0;Not available;True;False;48,8;;False;False;True
Nogueira, Fraião e Lamaçães, Braga;265.000;3.0;2.0;115.0;141.0;1.0;1.0;Energy Performance Certificate;False;False;44,4;;False;True;False
Chafé, Viana do Castelo;160.000;1.0;1.0;44.0;44.0;1.0;3.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;160.000;1.0;1.0;46.0;46.0;1.0;3.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;165.000;1.0;1.0;60.0;60.0;1.0;3.0;Not available;True;False;48,8;;False;False;True
Porto, Porto;525.000;3.0;3.0;140.0;158.0;1.0;3.0;Energy Performance Certificate;False;False;47;3.872775852424896;True;True;True
Chafé, Viana do Castelo;200.000;2.0;2.0;81.0;81.0;1.0;3.0;Not available;True;False;48,8;;False;False;True
Planalto, Leiria;184.000;2.0;;;;;;Not available;True;False;46,4;46.3193830869077;False;False;False
Chafé, Viana do Castelo;195.000;2.0;2.0;77.0;77.0;1.0;2.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;150.000;1.0;1.0;43.0;43.0;1.0;2.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;155.000;1.0;1.0;47.0;47.0;1.0;2.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;155.000;1.0;1.0;44.0;44.0;1.0;2.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;165.000;1.0;1.0;60.0;60.0;1.0;2.0;Not available;True;False;48,8;;False;False;True
Chafé, Viana do Castelo;195.000;2.0;2.0;81.0;81.0;1.0;2.0;Not available;True;False;48,8;;False;False;True
Marco, Porto;140.000;1.0;1.0;54.0;54.0;;;Not available;True;False;47;;True;True;True
Damaia, Amadora;Under Consultation;2.0;1.0;61.0;72.0;;;Not available;True;False;44,1;8.378104626542779;True;True;False
Marco, Porto;130.000;1.0;1.0;54.0;54.0;;;Not available;True;False;47;;True;True;True
Vale da Cabrita, Leiria;Under Consultation;2.0;1.0;100.0;139.0;1.0;2.0;Energy Performance Certificate;False;False;46,4;47.7009220778756;False;False;False
Alto do Seixalinho / Largo da Santa, Barreiro;235.000;3.0;2.0;139.0;146.0;;;Not available;True;False;47;15.019171738166277;False;False;False
São Domingos de Benfica, Lisboa;350.000;3.0;2.0;100.0;100.0;;;Not available;True;True;44,8;9.792851966067698;True;True;False
Olivais, Coimbra;260.000;3.0;2.0;93.0;119.0;1.0;2.0;Energy Performance Certificate;False;False;48,3;40.67257608086139;False;True;False
Alta de Lisboa, Lisboa;420.000;1.0;1.0;;;;;Not available;True;True;44,8;11.879567368245146;True;True;False
Marco, Porto;93.000;0.0;1.0;31.0;31.0;;;Not available;True;False;47;;True;True;True
Marco, Porto;99.000;0.0;1.0;33.0;33.0;;;Not available;True;False;47;;True;True;True
Marco, Porto;106.000;0.0;1.0;43.0;43.0;;;Not available;True;False;47;;True;True;True
Marco, Porto;95.000;0.0;1.0;36.0;36.0;;;Not available;True;False;47;;True;True;True
Boavista, Porto;280.000;1.0;1.0;;;;;Not available;True;False;47;4.196457361249636;True;True;True
Alhos Vedros, Setúbal;119.000;3.0;2.0;84.0;92.0;;;Not available;True;False;46,6;;True;True;False
Rio Tinto - Cidade Jovem, Gondomar;240.000;3.0;2.0;108.0;122.0;1.0;0.0;Energy Performance Certificate;False;False;47,1;11.401725605417132;True;False;False
Póvoa de Santa Iria e Forte da Casa, Lisboa;318.000;3.0;2.0;125.0;125.0;1.0;3.0;Energy Performance Certificate;False;True;44,8;;True;True;False
Ílhavo (São Salvador), Aveiro;165.000;3.0;2.0;75.0;90.0;;;Not available;True;False;45,5;;False;False;True
Misericórdia, Lisboa;450.000;4.0;2.0;102.0;120.0;;;Not available;True;True;44,8;;True;True;False
Espinho, Aveiro;205.000;1.0;1.0;43.0;43.0;;;Not available;True;False;51,1;0.0;False;False;True
Leiria, Pousos, Barreira e Cortes, Leiria;197.500;3.0;2.0;82.0;91.0;1.0;1.0;Not available;True;False;46,4;47.64125431456651;False;False;False
Abraveses, Viseu;165.000;2.0;2.0;90.0;112.0;2.0;2.0;Not available;True;False;46,9;70.60051599582494;False;False;False
Bairro Augusto de Castro, Oeiras;215.000;0.0;1.0;38.0;40.0;;;Not available;True;False;46,5;1.480184834058911;False;False;False
ERA Palmela Azeitao, Moita;150.000;2.0;1.0;81.0;95.0;;;Not available;True;False;45;29.937178690971557;False;False;False
Quinta do Jacinto, Lisboa;200.000;2.0;1.0;45.0;50.0;0.0;0.0;Not available;True;True;44,8;8.583724595340861;True;True;False
À Av. Uruguai, Lisboa;Under Consultation;2.0;1.0;75.0;86.0;;;Not available;True;True;44,8;;True;True;False
Praia da Luz, Lagos;220.000;1.0;1.0;47.0;;;;Not available;True;False;48,7;17.928059329441467;False;False;True
Costa Cabral, Porto;270.000;2.0;1.0;79.0;84.0;0.0;3.0;Not available;True;False;47;7.287323197969414;True;True;True
Vilar de Andorinho, Porto;130.000;2.0;1.0;63.0;72.0;;;Not available;True;False;47;9.040445271973669;True;True;True
Costa Cabral, Porto;240.000;2.0;1.0;65.0;66.0;0.0;2.0;Not available;True;False;47;7.287323197969414;True;True;True
Repeses e São Salvador, Viseu;295.000;3.0;2.0;140.0;206.0;1.0;3.0;Energy Performance Certificate;False;False;46,9;;False;False;False
S. Miguel, Ovar;99.000;1.0;1.0;102.0;127.0;;;Not available;True;False;47,1;16.459914214864654;False;False;False
Costa Cabral, Porto;170.000;0.0;1.0;32.0;48.0;;;Not available;True;False;47;7.287323197969414;True;True;True
Repeses e São Salvador, Viseu;292.500;3.0;2.0;136.0;197.0;1.0;3.0;Energy Performance Certificate;False;False;46,9;;False;False;False
