Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age
Massamá e Monte Abraão, Lisboa;235.000;3.0;2.0;109.0;114.0;;;Not available;True;True;True;True;False;44,8
Tapada das Mercês, Sintra;199.900;2.0;1.0;91.0;100.0;;;Not available;True;False;False;False;False;43,7
Alvor, Portimão;199.000;0.0;1.0;34.0;38.0;;;Not available;True;False;False;False;True;45,5
Bonfim, Porto;100.000;0.0;1.0;37.0;49.0;0.0;0.0;Not available;True;False;True;True;True;47
Pombal, Leiria;140.000;1.0;1.0;63.0;70.0;1.0;0.0;Not available;False;False;False;False;False;46,4
Sines, Setúbal;210.000;3.0;1.0;148.0;;;;Not available;True;False;True;True;False;46,6
Bonfim, Porto;100.000;1.0;1.0;42.0;42.0;0.0;-1.0;Not available;True;False;True;True;True;47
S. Martinho do Bispo, Coimbra;225.000;2.0;3.0;94.0;181.0;1.0;1.0;Not available;True;False;False;True;False;48,3
Paivas, Seixal;225.000;2.0;1.0;76.0;76.0;;;Not available;True;False;False;False;False;44,9
Porto, Porto;130.000;0.0;1.0;38.0;136.0;0.0;-1.0;Not available;True;False;True;True;True;47
Estrela, Lisboa;115.000;0.0;1.0;27.0;27.0;0.0;0.0;Not available;True;True;True;True;False;44,8
Alto Rodes, Faro;210.000;3.0;2.0;60.0;77.0;;;Not available;True;False;False;False;True;45,7
Bairro Sra. dos Remédios, Guarda;170.000;3.0;2.0;111.0;124.0;2.0;2.0;Not available;True;False;False;False;False;49,6
Moita, Moita;315.000;3.0;3.0;77.0;118.0;;;Not available;True;False;False;False;False;45
Gulpilhares e Valadares, Porto;480.000;3.0;4.0;168.0;226.0;3.0;2.0;Not available;True;False;True;True;True;47
Arcozelo, Braga;185.000;3.0;2.0;120.0;120.0;;;Not available;True;False;False;True;False;44,4
Alhos Vedros, Setúbal;190.000;3.0;2.0;90.0;98.0;2.0;2.0;Not available;True;False;True;True;False;46,6
Real Clube Massamá, Sintra;275.000;3.0;2.0;96.0;109.0;1.0;;Not available;True;False;False;False;False;43,7
Carcavelos e Parede, Lisboa;590.000;3.0;2.0;98.0;108.0;1.0;2.0;Not available;True;True;True;True;False;44,8
Bx. Banheira / Seg. Social, Moita;285.000;3.0;2.0;117.0;138.0;1.0;1.0;Not available;True;False;False;False;False;45
Belém, Lisboa;1.280.000;;;;;;;Not available;False;True;True;True;False;44,8
Pombal, Leiria;179.000;2.0;2.0;89.0;98.0;1.0;1.0;Not available;False;False;False;False;False;46,4
Pombal, Leiria;140.000;1.0;1.0;65.0;72.0;1.0;1.0;Not available;False;False;False;False;False;46,4
Pombal, Leiria;140.000;1.0;1.0;65.0;72.0;1.0;2.0;Not available;False;False;False;False;False;46,4
Pombal, Leiria;122.000;1.0;1.0;49.0;54.0;;;Not available;True;False;False;False;False;46,4
Pombal, Leiria;179.000;2.0;2.0;89.0;98.0;1.0;2.0;Not available;False;False;False;False;False;46,4
Pombal, Leiria;140.000;1.0;1.0;65.0;72.0;1.0;3.0;Not available;False;False;False;False;False;46,4
Pombal, Leiria;179.000;2.0;2.0;89.0;98.0;1.0;3.0;Not available;False;False;False;False;False;46,4
Seia, São Romão e Lapa dos Dinheiros, Guarda;119.000;4.0;4.0;148.0;146.0;;;Not available;True;False;False;False;False;49,6
Senhora da Hora, Matosinhos;630.000;3.0;2.0;128.0;152.0;;;Not available;True;False;True;False;False;47,5
Pataias e Martingança, Leiria;129.900;2.0;1.0;80.0;96.0;2.0;2.0;Not available;True;False;False;False;False;46,4
Santiago e São Simão de Litém e Albergaria dos Doze, Leiria;139.000;3.0;2.0;120.0;160.0;2.0;0.0;Not available;True;False;False;False;False;46,4
Canidelo, Porto;Under Consultation;2.0;1.0;74.0;130.0;;;Not available;True;False;True;True;True;47
Mafamude e Vilar do Paraíso, Porto;220.000;2.0;2.0;86.0;108.0;1.0;7.0;Energy Performance Certificate;False;False;True;True;True;47
Santa Clara e Castelo Viegas, Coimbra;187.500;3.0;2.0;90.0;108.0;2.0;;Not available;True;False;False;True;False;48,3
Serpins, Coimbra;102.500;4.0;2.0;140.0;204.0;1.0;2.0;Not available;True;False;False;True;False;48,3
Azurara, Porto;210.000;1.0;2.0;56.0;56.0;1.0;3.0;Not available;True;False;True;True;True;47
Azurara, Porto;257.500;2.0;2.0;93.0;93.0;2.0;2.0;Not available;True;False;True;True;True;47
Azurara, Porto;257.500;2.0;2.0;93.0;93.0;2.0;2.0;Not available;True;False;True;True;True;47
Parque das Nações - Expo Sul, Lisboa;620.000;2.0;2.0;137.0;137.0;2.0;7.0;Energy Performance Certificate;False;True;True;True;False;44,8
Azurara, Porto;262.000;2.0;2.0;93.0;93.0;2.0;2.0;Not available;True;False;True;True;True;47
Falagueira, Amadora;249.900;3.0;1.0;91.0;91.0;;;Not available;True;False;True;True;False;44,1
Azurara, Porto;260.000;2.0;2.0;94.0;94.0;2.0;2.0;Not available;True;False;True;True;True;47
Azurara, Porto;350.000;2.0;1.0;88.0;88.0;2.0;2.0;Not available;True;False;True;True;True;47
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;375.000;;;;;1.0;5.0;Not available;False;False;True;True;False;44,9
Azurara, Porto;410.000;2.0;2.0;123.0;123.0;2.0;2.0;Not available;True;False;True;True;True;47
Azurara, Porto;300.000;2.0;1.0;70.0;70.0;2.0;2.0;Not available;True;False;True;True;True;47
Alto do Seixalinho, Santo André e Verderena, Setúbal;129.000;1.0;1.0;80.0;86.0;;;Not available;True;False;True;True;False;44,9
Azurara, Porto;272.000;2.0;2.0;93.0;93.0;2.0;1.0;Not available;True;False;True;True;True;47
Fânzeres - Regadas, Gondomar;213.500;2.0;2.0;90.0;120.0;1.0;4.0;Energy Performance Certificate;False;False;True;False;False;47,1
Azurara, Porto;360.000;2.0;2.0;116.0;116.0;2.0;1.0;Not available;True;False;True;True;True;47
Tarouca e Dálvares, Viseu;105.000;3.0;1.0;80.0;89.0;;;Not available;True;False;False;False;False;49,4
Azurara, Porto;297.000;2.0;2.0;105.0;105.0;2.0;1.0;Not available;True;False;True;True;True;47
Vila do Conde, Porto;274.900;2.0;2.0;77.0;97.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;True;47
Azurara, Porto;280.000;2.0;2.0;97.0;97.0;2.0;1.0;Not available;True;False;True;True;True;47
Hospital S. João, Porto;215.000;1.0;1.0;46.0;46.0;1.0;0.0;Energy Performance Certificate;False;False;True;True;True;47
Azurara, Porto;325.000;2.0;2.0;101.0;101.0;2.0;;Not available;True;False;True;True;True;47
Azurara, Porto;319.000;2.0;2.0;105.0;105.0;2.0;;Not available;True;False;True;True;True;47
Colmeias e Memória, Leiria;195.000;3.0;2.0;150.0;162.0;2.0;2.0;Not available;True;False;False;False;False;46,4
Mateus, Vila Real;185.000;3.0;2.0;108.0;134.0;1.0;;Not available;True;False;False;False;False;48,5
Quarteira, Loulé;329.000;2.0;1.0;60.0;80.0;;;Not available;True;False;False;False;False;46,9
São Gonçalo de Lagos, Faro;380.000;3.0;3.0;150.0;170.0;;;Not available;True;False;False;False;True;45,7
Albufeira e Olhos de Água, Faro;1.280.000;2.0;3.0;177.0;263.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;True;44,4
Albufeira e Olhos de Água, Faro;905.000;3.0;2.0;135.0;174.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;True;44,4
A5 - Eirado, Vila Nova de Gaia;185.000;2.0;2.0;100.0;102.0;1.0;1.0;Not available;True;False;True;True;False;46,8
Caniço, Ilha da Madeira;209.000;2.0;2.0;96.0;121.0;1.0;1.0;Not available;True;False;False;False;False;
Albufeira e Olhos de Água, Faro;400.000;1.0;1.0;70.0;95.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;44,4
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195.000;1.0;2.0;115.0;127.0;;;Not available;True;False;False;False;False;52,8
Ermesinde, Valongo;109.000;1.0;1.0;52.0;57.0;;;Not available;True;False;False;False;False;45,1
Albufeira e Olhos de Água, Faro;450.000;1.0;1.0;59.0;84.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;44,4
Santa Marta do Pinhal, Seixal;223.000;3.0;2.0;106.0;106.0;;;Not available;True;False;False;False;False;44,9
Santo António, Ilha da Madeira;300.000;1.0;1.0;57.0;57.0;1.0;4.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;475.000;2.0;2.0;100.0;119.0;1.0;4.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;500.000;2.0;2.0;100.0;125.0;1.0;4.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;290.000;1.0;1.0;67.0;67.0;1.0;3.0;Not available;True;False;False;False;False;
Câmara de Lobos, Ilha da Madeira;120.000;1.0;1.0;46.0;46.0;;;Not available;True;False;False;False;False;42,4
Santo António, Ilha da Madeira;450.000;2.0;2.0;100.0;109.0;1.0;3.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;400.000;2.0;2.0;100.0;100.0;1.0;3.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;400.000;2.0;2.0;100.0;100.0;1.0;3.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;450.000;2.0;2.0;100.0;119.0;1.0;3.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;320.000;1.0;1.0;57.0;57.0;1.0;3.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;280.000;1.0;1.0;67.0;67.0;1.0;2.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;425.000;2.0;2.0;100.0;109.0;1.0;2.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;390.000;2.0;2.0;100.0;100.0;1.0;2.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;390.000;2.0;2.0;100.0;100.0;1.0;2.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;425.000;2.0;2.0;100.0;109.0;1.0;2.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;400.000;2.0;2.0;100.0;109.0;1.0;1.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;400.000;2.0;2.0;100.0;109.0;1.0;1.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;380.000;2.0;2.0;100.0;104.0;1.0;0.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;390.000;2.0;2.0;100.0;141.0;1.0;0.0;Not available;True;False;False;False;False;
Santo António, Ilha da Madeira;320.000;1.0;1.0;100.0;105.0;1.0;0.0;Not available;True;False;False;False;False;
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;305.000;3.0;2.0;131.0;131.0;;;Not available;True;False;False;False;False;52,8
Nogueira da Regedoura, Aveiro;120.000;2.0;1.0;90.0;90.0;;;Not available;True;False;False;False;True;45,5
Santo António Cavaleiros, Loures;220.000;2.0;1.0;53.0;65.0;;;Not available;True;False;False;False;False;44,6
Faro (Sé e São Pedro), Faro;160.000;1.0;1.0;45.0;45.0;;;Not available;True;False;False;False;True;45,7
Monte Estoril, Cascais;1.070.000;2.0;2.0;120.0;130.0;;;Not available;True;False;False;False;True;46,9
Vila Nova de Famalicão e Calendário, Braga;175.000;3.0;2.0;112.0;112.0;1.0;1.0;Not available;True;False;False;True;False;44,4
Portimão, Faro;455.000;2.0;2.0;95.0;140.0;2.0;4.0;Energy Performance Certificate;False;False;False;False;True;45,7
Portimão, Faro;257.500;2.0;2.0;73.0;86.0;;;Not available;True;False;False;False;True;45,7
São Mamede de Infesta e Senhora da Hora, Porto;290.000;3.0;2.0;120.0;142.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;True;47
ERA Palmela Azeitao, Almada;229.000;2.0;1.0;66.0;61.0;;;Not available;True;False;True;False;False;46,3
Ramada e Caneças, Lisboa;279.000;3.0;2.0;95.0;100.0;0.0;1.0;Not available;True;True;True;True;False;44,8
Marisol, Almada;245.000;2.0;1.0;66.0;75.0;;;Not available;True;False;True;False;False;46,3
Oliveira do Douro, Porto;Under Consultation;4.0;2.0;120.0;144.0;1.0;2.0;Not available;True;False;True;True;True;47
Pinheiro Manso, Porto;595.000;2.0;2.0;114.0;195.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;True;47
Madalena, Porto;370.000;3.0;3.0;111.0;145.0;1.0;0.0;Not available;True;False;True;True;True;47
Tavira (Santa Maria e Santiago), Faro;360.000;1.0;1.0;87.0;101.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;True;45,7
Ponta Delgada (São Sebastião), Ilha de São Miguel;Under Consultation;1.0;1.0;71.0;71.0;1.0;3.0;Not available;False;False;False;False;False;42,2
Tavira (Santa Maria e Santiago), Faro;340.000;1.0;1.0;76.0;110.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;True;45,7
Rabo de Peixe, Ilha de São Miguel;Under Consultation;3.0;2.0;100.0;100.0;;;Not available;True;False;False;False;False;
Vila Real de Santo António, Faro;225.000;1.0;1.0;71.0;95.0;1.0;;Not available;True;False;False;False;True;48,5
Vila Nova de Cacela, Faro;149.000;2.0;1.0;75.0;84.0;;;Not available;True;False;False;False;True;45,7
Paredes, Porto;235.000;2.0;3.0;118.0;118.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;44,3
Peniche, Peniche;260.000;2.0;1.0;83.0;129.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;47,9
Marvila, Lisboa;243.000;3.0;2.0;90.0;90.0;;;Not available;True;True;True;True;False;44,8
Real, Dume e Semelhe, Braga;142.000;2.0;1.0;78.0;78.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;False;44,4
Centro de Carnaxide, Oeiras;Under Consultation;3.0;2.0;89.0;89.0;;;Not available;True;False;False;False;False;46,5
Montijo e Afonsoeiro, Setúbal;145.000;2.0;1.0;56.0;67.0;;;Not available;True;False;True;True;False;42,6
Atouguia da Baleia, Leiria;190.000;3.0;2.0;115.0;115.0;2.0;;Not available;True;False;False;False;False;46,4
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;183.000;1.0;1.0;55.0;65.0;1.0;2.0;Not available;False;False;False;False;False;48,5
Aguada de Baixo, Águeda;155.000;2.0;2.0;95.0;95.0;;;Not available;True;False;False;False;False;49,1
Paredes, Porto;151.000;2.0;1.0;87.0;34.0;2.0;2.0;Not available;True;False;True;True;True;44,3
Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;178.000;1.0;1.0;55.0;62.0;1.0;2.0;Not available;False;False;False;False;False;48,5
Castêlo da Maia, Porto;199.900;2.0;2.0;82.0;94.0;1.0;3.0;Not available;True;False;True;True;True;45,5
Ponte de Lima, Ponte de Lima;267.000;2.0;2.0;105.0;105.0;1.0;2.0;Not available;True;False;False;False;False;48,2
Lordelo, Porto;155.000;2.0;2.0;95.0;105.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;True;47
Lordelo, Porto;155.000;2.0;2.0;76.0;84.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47
Laranjeiro e Feijó, Setúbal;319.000;4.0;2.0;101.0;120.0;;;Not available;True;False;True;True;False;46,6
Ermesinde, Valongo;245.000;3.0;3.0;119.0;142.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;False;45,1
Monte Abraão, Sintra;285.000;4.0;2.0;92.0;101.0;;;Not available;True;False;False;False;False;43,7
Forte da Casa, Vila Franca de Xira;149.500;1.0;1.0;72.0;75.0;;;Not available;True;False;False;False;False;44,1
Ermesinde, Porto;275.000;2.0;3.0;110.0;130.0;1.0;8.0;Not available;True;False;True;True;True;47
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;True;True;True;47
Benfica, Lisboa;360.000;3.0;2.0;91.0;109.0;;;Not available;True;True;True;True;False;44,8
Baguim do Monte - Vale Ferreiros, Gondomar;190.000;2.0;2.0;92.0;112.0;;;Not available;True;False;True;False;False;47,1
Nazaré, Leiria;295.000;2.0;2.0;79.0;79.0;;;Not available;True;False;False;False;True;48,6
Campolide, Lisboa;249.000;1.0;1.0;44.0;44.0;;;Not available;True;True;True;True;False;44,8
Solum, Coimbra;199.000;2.0;1.0;55.0;60.0;0.0;3.0;Energy Performance Certificate;False;False;False;True;False;48,3
Garajau, Santa Cruz;210.000;1.0;1.0;74.0;97.0;1.0;5.0;Not available;True;False;False;False;False;43,7
Arcozelo, Braga;162.000;2.0;2.0;105.0;105.0;;;Not available;True;False;False;True;False;44,4
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;298.000;2.0;1.0;76.0;76.0;;;Not available;True;True;True;True;False;44,8
Pedroso e Seixezelo, Porto;267.000;3.0;2.0;114.0;190.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;True;47
Santa Marinha e São Pedro da Afurada, Porto;379.920;;2.0;;;;;Not available;True;False;True;True;True;47
Marco, Marco de Canaveses;135.000;2.0;1.0;69.0;9.0;;;Not available;True;False;False;False;False;45,9
Lapa, Lisboa, Lisboa;Under Consultation;4.0;2.0;110.0;110.0;;;Not available;True;True;True;True;False;44,8
Parque das Nações - Expo Sul, Lisboa;850.000;2.0;2.0;104.0;104.0;1.0;4.0;Energy Performance Certificate;False;True;True;True;False;44,8
Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego, Guarda;125.000;3.0;2.0;86.0;109.0;;;Not available;True;False;False;False;False;49,6
Matosinhos, Matosinhos;160.000;3.0;2.0;176.0;222.0;0.0;0.0;Not available;True;False;True;False;False;47,5
Águas Livres, Lisboa;227.900;3.0;2.0;72.0;82.0;;;Not available;True;True;True;True;False;44,8
São Gonçalo de Lagos, Faro;220.000;2.0;2.0;91.0;100.0;;;Not available;True;False;False;False;True;45,7
Parque das Nações - Expo Sul, Lisboa;Under Consultation;2.0;2.0;125.0;125.0;1.0;1.0;Energy Performance Certificate;False;True;True;True;False;44,8
Albufeira e Olhos de Água, Faro;385.000;2.0;2.0;108.0;149.0;2.0;3.0;Not available;True;False;False;False;True;44,4
Marvila, Lisboa;270.000;2.0;1.0;68.0;68.0;;;Not available;True;True;True;True;False;44,8
Barreiro / Fórum Barreiro, Barreiro;197.000;3.0;1.0;104.0;110.0;;;Not available;True;False;False;False;False;47
Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;387.000;2.0;2.0;83.0;105.0;0.0;2.0;Not available;True;True;True;True;False;44,8
Santa Marinha e São Pedro da Afurada, Porto;239.000;3.0;2.0;108.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47
Fânzeres e São Pedro da Cova, Porto;167.000;2.0;;;;;;Not available;True;False;True;True;True;47
Centro, Guarda;Under Consultation;3.0;2.0;74.0;83.0;;;Not available;True;False;False;False;False;49,6
Falagueira, Amadora;180.000;2.0;1.0;75.0;82.0;;;Not available;True;False;True;True;False;44,1
Moita, Setúbal;142.000;2.0;1.0;80.0;85.0;;;Not available;True;False;True;True;False;45
Armação de Pêra, Silves;215.000;0.0;1.0;45.0;60.0;;;Not available;True;False;False;False;True;47,1
Nazaré, Leiria;240.000;1.0;1.0;66.0;66.0;;;Not available;True;False;False;False;True;48,6
Laranjeiras Metro, Lisboa;599.000;3.0;2.0;140.0;140.0;2.0;3.0;Energy Performance Certificate;False;True;True;True;False;44,8
Nazaré, Leiria;220.000;1.0;1.0;66.0;66.0;;;Not available;True;False;False;False;True;48,6
Fonte Nova, Lisboa;215.000;1.0;1.0;27.0;29.0;;;Not available;True;True;True;True;False;44,8
Vilar de Andorinho, Porto;150.000;2.0;1.0;92.0;101.0;;;Not available;True;False;True;True;True;47
S. Dinis, Porto;125.000;0.0;1.0;35.0;35.0;0.0;4.0;Energy Performance Certificate;False;False;True;True;True;47
Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;103.000;2.0;1.0;89.0;89.0;;;Not available;True;False;False;False;False;48,3
Feijó, Almada;269.000;3.0;2.0;100.0;110.0;;;Not available;True;False;True;False;False;46,3
Portimão, Faro;275.000;4.0;2.0;95.0;124.0;0.0;0.0;Not available;True;False;False;False;True;45,7
Mafamude e Vilar do Paraíso, Porto;175.000;0.0;1.0;40.0;60.0;1.0;3.0;Not available;True;False;True;True;True;47
Santa Maria Maior, Viana do Castelo;225.000;3.0;3.0;119.0;119.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;True;48,8
Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;125.000;3.0;2.0;108.0;108.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;48,5
Oliveira do Douro, Porto;155.000;2.0;1.0;66.0;85.0;0.0;2.0;Energy Performance Certificate;False;False;True;True;True;47
Arca d´ Água, Porto;170.000;1.0;1.0;37.0;57.0;;;Not available;True;False;True;True;True;47
Monte Gordo, Vila Real de Santo António;165.000;1.0;1.0;36.0;40.0;1.0;;Not available;True;False;False;False;False;48,5
Praça de Touros, Santarém;175.000;3.0;2.0;98.0;98.0;;;Not available;True;False;False;False;False;48,3
Quarteira, Loulé;275.000;2.0;1.0;73.0;90.0;1.0;1.0;Not available;True;False;False;False;False;46,9
Portimão, Faro;299.000;3.0;3.0;79.0;89.0;;;Not available;True;False;False;False;True;45,7
Apúlia e Fão, Braga;310.000;2.0;2.0;90.0;100.0;2.0;1.0;Energy Performance Certificate;False;False;False;True;False;44,4
Monte Abraão, Sintra;229.500;2.0;1.0;64.0;70.0;;;Not available;True;False;False;False;False;43,7
Loures, Loures;190.000;2.0;1.0;84.0;85.0;;;Not available;True;False;False;False;False;44,6
Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;Under Consultation;3.0;2.0;116.0;129.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;True;48,5
Carcavelos, Cascais;420.000;2.0;2.0;78.0;88.0;;;Not available;True;False;False;False;True;46,9
Mina de Água, Lisboa;132.500;2.0;1.0;86.0;86.0;;;Not available;True;True;True;True;False;44,8
Eiras, Coimbra;175.000;3.0;1.0;86.0;111.0;1.0;1.0;Not available;True;False;False;True;False;48,3
Olivais Sul, Lisboa;245.000;3.0;;;;;;Not available;True;True;True;True;False;44,8
Mina de Água, Lisboa;75.500;1.0;1.0;44.0;44.0;;;Not available;True;True;True;True;False;44,8
Ericeira Periferia, Mafra;320.000;3.0;1.0;74.0;82.0;0.0;1.0;Not available;True;False;False;False;True;43,8
Repeses, Viseu;245.000;2.0;2.0;107.0;163.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;46,9
Repeses e São Salvador, Viseu;252.500;2.0;2.0;126.0;179.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46,9
Repeses e São Salvador, Viseu;260.000;2.0;2.0;136.0;202.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;46,9
Repeses e São Salvador, Viseu;257.500;2.0;2.0;123.0;182.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;46,9
Repeses e São Salvador, Viseu;262.500;2.0;2.0;121.0;180.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;False;46,9
Arca d´ Água, Porto;Under Consultation;0.0;1.0;;;;;Not available;True;False;True;True;True;47
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;True;True;True;47
Repeses e São Salvador, Viseu;357.500;3.0;2.0;165.0;220.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;46,9
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;True;True;True;47
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;True;True;True;47
Repeses e São Salvador, Viseu;360.000;3.0;2.0;170.0;226.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;46,9
Arca d´ Água, Porto;Under Consultation;1.0;1.0;;;;;Not available;True;False;True;True;True;47
Repeses e São Salvador, Viseu;287.500;3.0;2.0;141.0;207.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46,9
Brufe, Braga;255.000;3.0;3.0;124.0;124.0;2.0;2.0;Not available;False;False;False;True;False;44,4
Laranjeiro, Almada;260.000;5.0;2.0;140.0;160.0;;;Not available;True;False;True;False;False;46,3
Alhos Vedros, Setúbal;219.000;4.0;2.0;96.0;120.0;;;Not available;True;False;True;True;False;46,6
Repeses e São Salvador, Viseu;285.000;3.0;2.0;143.0;210.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46,9
Gala, Figueira da Foz;146.000;2.0;1.0;93.0;93.0;1.0;1.0;Not available;True;False;False;False;True;50,9
Paredes, Porto;190.000;;;;;2.0;;Not available;False;False;True;True;True;44,3
Mataduços, Aveiro;187.500;3.0;2.0;162.0;132.0;2.0;1.0;Not available;True;False;False;False;True;45,5
Monte Abraão, Sintra;265.000;2.0;1.0;91.0;112.0;;;Not available;True;False;False;False;False;43,7
São Marcos, Sintra;184.000;1.0;1.0;65.0;65.0;;;Not available;True;False;False;False;False;43,7
Chafé, Viana do Castelo;225.000;2.0;2.0;77.0;77.0;1.0;5.0;Not available;True;False;False;False;True;48,8
Chafé, Viana do Castelo;167.000;1.0;1.0;43.0;43.0;1.0;5.0;Not available;True;False;False;False;True;48,8
Paços de Ferreira, Porto;235.000;2.0;2.0;110.0;163.0;2.0;1.0;Not available;True;False;True;True;True;47
Chafé, Viana do Castelo;170.000;1.0;1.0;47.0;47.0;1.0;5.0;Not available;True;False;False;False;True;48,8
Chafé, Viana do Castelo;170.000;1.0;1.0;44.0;44.0;1.0;5.0;Not available;True;False;False;False;True;48,8
Marco, Porto;238.000;3.0;3.0;117.0;117.0;1.0;3.0;Not available;True;False;True;True;True;47
Marco, Porto;93.000;;;;;1.0;4.0;Not available;True;False;True;True;True;47
Santa Maria Maior, Vila Real;Under Consultation;2.0;2.0;80.0;93.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;48,5
Chafé, Viana do Castelo;170.000;1.0;1.0;46.0;46.0;1.0;5.0;Not available;True;False;False;False;True;48,8
Cova da Piedade, Almada;260.000;4.0;2.0;115.0;122.0;;;Not available;True;False;True;False;False;46,3
Chafé, Viana do Castelo;215.000;2.0;2.0;77.0;77.0;2.0;4.0;Not available;True;False;False;False;True;48,8
Chafé, Viana do Castelo;160.000;1.0;1.0;43.0;43.0;1.0;4.0;Not available;True;False;False;False;True;48,8
Rio Tinto - Estação, Gondomar;Under Consultation;2.0;1.0;76.0;83.0;1.0;1.0;Not available;True;False;True;False;False;47,1
Chafé, Viana do Castelo;165.000;1.0;1.0;47.0;47.0;1.0;4.0;Not available;True;False;False;False;True;48,8
Venteira, Lisboa;190.000;2.0;1.0;65.0;77.0;;;Not available;True;True;True;True;False;44,8
Marco, Porto;220.000;3.0;3.0;112.0;112.0;1.0;1.0;Not available;True;False;True;True;True;47
Agualva - Cacém, Sintra;149.900;1.0;1.0;60.0;61.0;1.0;;Not available;True;False;False;False;False;43,7
Chafé, Viana do Castelo;165.000;1.0;1.0;44.0;44.0;1.0;4.0;Not available;True;False;False;False;True;48,8
Lamego (Almacave e Sé), Viseu;180.000;3.0;3.0;118.0;139.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;51,5
Chafé, Viana do Castelo;170.000;1.0;1.0;60.0;60.0;1.0;4.0;Not available;True;False;False;False;True;48,8
Marco, Porto;198.000;2.0;3.0;86.0;86.0;1.0;5.0;Not available;True;False;True;True;True;47
Chafé, Viana do Castelo;215.000;2.0;2.0;81.0;81.0;1.0;4.0;Not available;True;False;False;False;True;48,8
Marco, Porto;188.000;2.0;3.0;76.0;76.0;1.0;3.0;Not available;True;False;True;True;True;47
